Day,Prediction,Actual,Prev_Actual,Signal,Action,Portfolio Value
1455,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1456,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1457,312.1908,0.5473259,0.54303944,buy,hold,88.25050089020274
1458,312.19507,0.54303944,0.5473259,buy,hold,87.55935464251775
1459,312.19507,0.54303944,0.54303944,buy,hold,87.55935464251775
1460,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1461,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1462,312.1865,0.5473259,0.54303944,buy,hold,88.25050089020274
1463,312.19507,0.54303944,0.5473259,buy,hold,87.55935464251775
1464,312.19507,0.54303944,0.54303944,buy,hold,87.55935464251775
1465,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1466,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1467,312.1865,0.54303944,0.54303944,buy,hold,87.55935464251775
1468,312.1908,0.54303944,0.54303944,buy,hold,87.55935464251775
1469,312.1865,0.538753,0.54303944,buy,hold,86.86821161962078
1470,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1471,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1472,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1473,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1474,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1475,312.1865,0.538753,0.538753,buy,hold,86.86821161962078
1476,312.1865,0.5344665,0.538753,buy,hold,86.17705892235968
1477,312.1865,0.5344665,0.5344665,buy,hold,86.17705892235968
1478,312.18222,0.53018004,0.5344665,buy,hold,85.48591267467468
1479,312.17792,0.53018004,0.53018004,buy,hold,85.48591267467468
1480,312.17792,0.5344665,0.53018004,buy,hold,86.17705892235968
1481,312.18222,0.538753,0.5344665,buy,hold,86.86821161962078
1482,312.1865,0.54303944,0.538753,buy,hold,87.55935464251775
1483,312.1865,0.5473259,0.54303944,buy,hold,88.25050089020274
1484,312.19507,0.5473259,0.5473259,buy,hold,88.25050089020274
1485,312.19507,0.5473259,0.5473259,buy,hold,88.25050089020274
1486,312.1908,0.5516123,0.5473259,buy,hold,88.94163746352363
1487,312.19507,0.5516123,0.5516123,buy,hold,88.94163746352363
1488,312.19507,0.5516123,0.5516123,buy,hold,88.94163746352363
1489,312.19507,0.5516123,0.5516123,buy,hold,88.94163746352363
1490,312.19507,0.5516123,0.5516123,buy,hold,88.94163746352363
1491,312.19507,0.5473259,0.5516123,buy,hold,88.25050089020274
1492,312.19507,0.5516123,0.5473259,buy,hold,88.94163746352363
1493,312.19507,0.5558988,0.5516123,buy,hold,89.63279016078472
1494,312.20364,0.5516123,0.5558988,buy,hold,88.94163746352363
1495,312.19937,0.5558988,0.5516123,buy,hold,89.63279016078472
1496,312.20364,0.5558988,0.5558988,buy,hold,89.63279016078472
1497,312.20364,0.5558988,0.5558988,buy,hold,89.63279016078472
1498,312.20364,0.5516123,0.5558988,buy,hold,88.94163746352363
1499,312.19937,0.5558988,0.5516123,buy,hold,89.63279016078472
1500,312.20364,0.56018525,0.5558988,buy,hold,90.32393479607569
1501,312.20795,0.56018525,0.56018525,buy,hold,90.32393479607569
1502,312.20364,0.56018525,0.56018525,buy,hold,90.32393479607569
1503,312.20795,0.5558988,0.56018525,buy,hold,89.63279016078472
1504,312.20364,0.56018525,0.5558988,buy,hold,90.32393479607569
1505,312.20364,0.56018525,0.56018525,buy,hold,90.32393479607569
1506,312.20364,0.56018525,0.56018525,buy,hold,90.32393479607569
1507,312.20795,0.5644717,0.56018525,buy,hold,91.01507943136669
1508,312.20795,0.57304466,0.5644717,buy,hold,92.39737837631277
1509,312.21222,0.5773311,0.57304466,buy,hold,93.08852139920974
1510,312.2208,0.594477,0.5773311,buy,hold,95.8531160643139
1511,312.22937,0.5816176,0.594477,buy,hold,93.77967409647083
1512,312.22507,0.5816176,0.5816176,buy,hold,93.77967409647083
1513,312.22507,0.58590406,0.5816176,buy,hold,94.47082034415583
1514,312.22937,0.58590406,0.58590406,buy,hold,94.47082034415583
1515,312.22937,0.5816176,0.58590406,buy,hold,93.77967409647083
1516,312.22937,0.5816176,0.5816176,buy,hold,93.77967409647083
1517,312.22937,0.58590406,0.5816176,buy,hold,94.47082034415583
1518,312.22937,0.5773311,0.58590406,buy,hold,93.08852139920974
1519,312.22507,0.5816176,0.5773311,buy,hold,93.77967409647083
1520,312.22507,0.5773311,0.5816176,buy,hold,93.08852139920974
1521,312.22507,0.5773311,0.5773311,buy,hold,93.08852139920974
1522,312.22507,0.5816176,0.5773311,buy,hold,93.77967409647083
1523,312.22507,0.59019053,0.5816176,buy,hold,95.16196820423487
1524,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1525,312.23364,0.58590406,0.59019053,buy,hold,94.47082034415583
1526,312.23364,0.5816176,0.58590406,buy,hold,93.77967409647083
1527,312.22937,0.58590406,0.5816176,buy,hold,94.47082034415583
1528,312.22937,0.58590406,0.58590406,buy,hold,94.47082034415583
1529,312.22937,0.58590406,0.58590406,buy,hold,94.47082034415583
1530,312.22937,0.58590406,0.58590406,buy,hold,94.47082034415583
1531,312.22937,0.60304993,0.58590406,buy,hold,97.23541017207792
1532,312.24222,0.57304466,0.60304993,buy,hold,92.39737837631277
1533,312.22937,0.5687582,0.57304466,buy,hold,91.70623212862778
1534,312.2208,0.5644717,0.5687582,buy,hold,91.01507943136669
1535,312.21222,0.5687582,0.5644717,buy,hold,91.70623212862778
1536,312.2165,0.57304466,0.5687582,buy,hold,92.39737837631277
1537,312.2165,0.57304466,0.57304466,buy,hold,92.39737837631277
1538,312.2208,0.57304466,0.57304466,buy,hold,92.39737837631277
1539,312.2208,0.57304466,0.57304466,buy,hold,92.39737837631277
1540,312.2208,0.5816176,0.57304466,buy,hold,93.77967409647083
1541,312.22507,0.5773311,0.5816176,buy,hold,93.08852139920974
1542,312.22507,0.58590406,0.5773311,buy,hold,94.47082034415583
1543,312.22937,0.59019053,0.58590406,buy,hold,95.16196820423487
1544,312.23364,0.594477,0.59019053,buy,hold,95.8531160643139
1545,312.23795,0.59876347,0.594477,buy,hold,96.54426392439291
1546,312.23795,0.594477,0.59876347,buy,hold,95.8531160643139
1547,312.24222,0.59876347,0.594477,buy,hold,96.54426392439291
1548,312.24652,0.594477,0.59876347,buy,hold,95.8531160643139
1549,312.24222,0.60304993,0.594477,buy,hold,97.23541017207792
1550,312.24652,0.594477,0.60304993,buy,hold,95.8531160643139
1551,312.24222,0.594477,0.594477,buy,hold,95.8531160643139
1552,312.24222,0.60304993,0.594477,buy,hold,97.23541017207792
1553,312.24652,0.60304993,0.60304993,buy,hold,97.23541017207792
1554,312.24652,0.6073364,0.60304993,buy,hold,97.92655803215695
1555,312.2551,0.61162287,0.6073364,buy,hold,98.61770589223597
1556,312.2551,0.59876347,0.61162287,buy,hold,96.54426392439291
1557,312.24652,0.60304993,0.59876347,buy,hold,97.23541017207792
1558,312.2508,0.61162287,0.60304993,buy,hold,98.61770589223597
1559,312.2551,0.6073364,0.61162287,buy,hold,97.92655803215695
1560,312.2551,0.594477,0.6073364,buy,hold,95.8531160643139
1561,312.24652,0.58590406,0.594477,buy,hold,94.47082034415583
1562,312.24222,0.58590406,0.58590406,buy,hold,94.47082034415583
1563,312.23795,0.594477,0.58590406,buy,hold,95.8531160643139
1564,312.24222,0.594477,0.594477,buy,hold,95.8531160643139
1565,312.24222,0.59019053,0.594477,buy,hold,95.16196820423487
1566,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1567,312.23795,0.594477,0.59019053,buy,hold,95.8531160643139
1568,312.23795,0.59019053,0.594477,buy,hold,95.16196820423487
1569,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1570,312.23795,0.58590406,0.59019053,buy,hold,94.47082034415583
1571,312.23364,0.59019053,0.58590406,buy,hold,95.16196820423487
1572,312.23795,0.594477,0.59019053,buy,hold,95.8531160643139
1573,312.23795,0.59019053,0.594477,buy,hold,95.16196820423487
1574,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1575,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1576,312.23795,0.594477,0.59019053,buy,hold,95.8531160643139
1577,312.23795,0.594477,0.594477,buy,hold,95.8531160643139
1578,312.24222,0.58590406,0.594477,buy,hold,94.47082034415583
1579,312.23795,0.59019053,0.58590406,buy,hold,95.16196820423487
1580,312.23795,0.594477,0.59019053,buy,hold,95.8531160643139
1581,312.23795,0.594477,0.594477,buy,hold,95.8531160643139
1582,312.24222,0.594477,0.594477,buy,hold,95.8531160643139
1583,312.24222,0.59876347,0.594477,buy,hold,96.54426392439291
1584,312.24222,0.59876347,0.59876347,buy,hold,96.54426392439291
1585,312.24652,0.59876347,0.59876347,buy,hold,96.54426392439291
1586,312.24652,0.60304993,0.59876347,buy,hold,97.23541017207792
1587,312.24652,0.61590934,0.60304993,buy,hold,99.308853752315
1588,312.2508,0.6201958,0.61590934,buy,hold,100.0
1589,312.26367,0.63305527,0.6201958,buy,hold,102.0734532546012
1590,312.26794,0.6287688,0.63305527,buy,hold,101.38230539452219
1591,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1592,312.27222,0.6244823,0.6287688,buy,hold,100.6911526972611
1593,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1594,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1595,312.27222,0.63305527,0.6287688,buy,hold,102.0734532546012
1596,312.27652,0.63305527,0.63305527,buy,hold,102.0734532546012
1597,312.27222,0.63305527,0.63305527,buy,hold,102.0734532546012
1598,312.2808,0.6416282,0.63305527,buy,hold,103.45574736236524
1599,312.2808,0.6459147,0.6416282,buy,hold,104.14690005962633
1600,312.2851,0.63734174,0.6459147,buy,hold,102.76460111468025
1601,312.2808,0.63734174,0.63734174,buy,hold,102.76460111468025
1602,312.2808,0.6287688,0.63734174,buy,hold,101.38230539452219
1603,312.2808,0.6287688,0.6287688,buy,hold,101.38230539452219
1604,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1605,312.27222,0.63305527,0.6287688,buy,hold,102.0734532546012
1606,312.27652,0.63305527,0.63305527,buy,hold,102.0734532546012
1607,312.27652,0.63305527,0.63305527,buy,hold,102.0734532546012
1608,312.2808,0.63734174,0.63305527,buy,hold,102.76460111468025
1609,312.2808,0.63734174,0.63734174,buy,hold,102.76460111468025
1610,312.2808,0.6459147,0.63734174,buy,hold,104.14690005962633
1611,312.28937,0.63305527,0.6459147,buy,hold,102.0734532546012
1612,312.2808,0.63305527,0.63305527,buy,hold,102.0734532546012
1613,312.2808,0.63305527,0.63305527,buy,hold,102.0734532546012
1614,312.2808,0.63734174,0.63305527,buy,hold,102.76460111468025
1615,312.2808,0.63734174,0.63734174,buy,hold,102.76460111468025
1616,312.2808,0.63305527,0.63734174,buy,hold,102.0734532546012
1617,312.2808,0.6287688,0.63305527,buy,hold,101.38230539452219
1618,312.27222,0.61162287,0.6287688,buy,hold,98.61770589223597
1619,312.26367,0.61590934,0.61162287,buy,hold,99.308853752315
1620,312.26367,0.6201958,0.61590934,buy,hold,100.0
1621,312.26794,0.6201958,0.6201958,buy,hold,100.0
1622,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1623,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1624,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1625,312.27222,0.6201958,0.6287688,buy,hold,100.0
1626,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1627,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1628,312.27222,0.6201958,0.6287688,buy,hold,100.0
1629,312.27222,0.6244823,0.6201958,buy,hold,100.6911526972611
1630,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1631,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1632,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1633,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1634,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1635,312.27222,0.6244823,0.6287688,buy,hold,100.6911526972611
1636,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1637,312.27222,0.63305527,0.6287688,buy,hold,102.0734532546012
1638,312.2808,0.63305527,0.63305527,buy,hold,102.0734532546012
1639,312.2808,0.63305527,0.63305527,buy,hold,102.0734532546012
1640,312.27222,0.6244823,0.63305527,buy,hold,100.6911526972611
1641,312.27222,0.6416282,0.6244823,buy,hold,103.45574736236524
1642,312.2808,0.63734174,0.6416282,buy,hold,102.76460111468025
1643,312.2808,0.6416282,0.63734174,buy,hold,103.45574736236524
1644,312.2851,0.6416282,0.6416282,buy,hold,103.45574736236524
1645,312.2851,0.65020114,0.6416282,buy,hold,104.8380430825233
1646,312.28937,0.6587741,0.65020114,buy,hold,106.2203420274694
1647,312.29367,0.6544876,0.6587741,buy,hold,105.5291893302083
1648,312.29794,0.65020114,0.6544876,buy,hold,104.8380430825233
1649,312.29367,0.6544876,0.65020114,buy,hold,105.5291893302083
1650,312.29794,0.66306055,0.6544876,buy,hold,106.91148666276038
1651,312.30652,0.65020114,0.66306055,buy,hold,104.8380430825233
1652,312.29794,0.6416282,0.65020114,buy,hold,103.45574736236524
1653,312.28937,0.65020114,0.6416282,buy,hold,104.8380430825233
1654,312.29367,0.6544876,0.65020114,buy,hold,105.5291893302083
1655,312.29794,0.65020114,0.6544876,buy,hold,104.8380430825233
1656,312.29794,0.65020114,0.65020114,buy,hold,104.8380430825233
1657,312.29794,0.65020114,0.65020114,buy,hold,104.8380430825233
1658,312.29794,0.6459147,0.65020114,buy,hold,104.14690005962633
1659,312.28937,0.6544876,0.6459147,buy,hold,105.5291893302083
1660,312.29794,0.66306055,0.6544876,buy,hold,106.91148666276038
1661,312.30652,0.6544876,0.66306055,buy,hold,105.5291893302083
1662,312.30225,0.6544876,0.6544876,buy,hold,105.5291893302083
1663,312.29794,0.6416282,0.6544876,buy,hold,103.45574736236524
1664,312.28937,0.6416282,0.6416282,buy,hold,103.45574736236524
1665,312.28937,0.6459147,0.6416282,buy,hold,104.14690005962633
1666,312.28937,0.6416282,0.6459147,buy,hold,103.45574736236524
1667,312.28937,0.6416282,0.6416282,buy,hold,103.45574736236524
1668,312.28937,0.6416282,0.6416282,buy,hold,103.45574736236524
1669,312.28937,0.6459147,0.6416282,buy,hold,104.14690005962633
1670,312.28937,0.65020114,0.6459147,buy,hold,104.8380430825233
1671,312.28937,0.65020114,0.65020114,buy,hold,104.8380430825233
1672,312.29367,0.65020114,0.65020114,buy,hold,104.8380430825233
1673,312.29367,0.65020114,0.65020114,buy,hold,104.8380430825233
1674,312.29367,0.63734174,0.65020114,buy,hold,102.76460111468025
1675,312.28937,0.6287688,0.63734174,buy,hold,101.38230539452219
1676,312.2808,0.6244823,0.6287688,buy,hold,100.6911526972611
1677,312.27222,0.61590934,0.6244823,buy,hold,99.308853752315
1678,312.26794,0.5687582,0.61590934,buy,hold,91.70623212862778
1679,312.23795,0.5687582,0.5687582,buy,hold,91.70623212862778
1680,312.22507,0.58590406,0.5687582,buy,hold,94.47082034415583
1681,312.23364,0.59019053,0.58590406,buy,hold,95.16196820423487
1682,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1683,312.23795,0.59019053,0.59019053,buy,hold,95.16196820423487
1684,312.23795,0.58590406,0.59019053,buy,hold,94.47082034415583
1685,312.23795,0.5773311,0.58590406,buy,hold,93.08852139920974
1686,312.22937,0.5816176,0.5773311,buy,hold,93.77967409647083
1687,312.22507,0.594477,0.5816176,buy,hold,95.8531160643139
1688,312.23795,0.60304993,0.594477,buy,hold,97.23541017207792
1689,312.24222,0.6073364,0.60304993,buy,hold,97.92655803215695
1690,312.24652,0.61590934,0.6073364,buy,hold,99.308853752315
1691,312.2551,0.61590934,0.61590934,buy,hold,99.308853752315
1692,312.25937,0.6073364,0.61590934,buy,hold,97.92655803215695
1693,312.2551,0.61162287,0.6073364,buy,hold,98.61770589223597
1694,312.2551,0.61590934,0.61162287,buy,hold,99.308853752315
1695,312.2551,0.59876347,0.61590934,buy,hold,96.54426392439291
1696,312.2508,0.60304993,0.59876347,buy,hold,97.23541017207792
1697,312.2508,0.59876347,0.60304993,buy,hold,96.54426392439291
1698,312.2508,0.59876347,0.59876347,buy,hold,96.54426392439291
1699,312.24652,0.60304993,0.59876347,buy,hold,97.23541017207792
1700,312.2508,0.61162287,0.60304993,buy,hold,98.61770589223597
1701,312.2551,0.6073364,0.61162287,buy,hold,97.92655803215695
1702,312.2551,0.61162287,0.6073364,buy,hold,98.61770589223597
1703,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1704,312.2551,0.61590934,0.61162287,buy,hold,99.308853752315
1705,312.25937,0.61162287,0.61590934,buy,hold,98.61770589223597
1706,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1707,312.2551,0.61590934,0.61162287,buy,hold,99.308853752315
1708,312.25937,0.61590934,0.61590934,buy,hold,99.308853752315
1709,312.26367,0.61162287,0.61590934,buy,hold,98.61770589223597
1710,312.2551,0.6287688,0.61162287,buy,hold,101.38230539452219
1711,312.26794,0.6201958,0.6287688,buy,hold,100.0
1712,312.26367,0.61590934,0.6201958,buy,hold,99.308853752315
1713,312.26367,0.6201958,0.61590934,buy,hold,100.0
1714,312.26367,0.6244823,0.6201958,buy,hold,100.6911526972611
1715,312.26794,0.6244823,0.6244823,buy,hold,100.6911526972611
1716,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1717,312.27222,0.6201958,0.6244823,buy,hold,100.0
1718,312.26794,0.6201958,0.6201958,buy,hold,100.0
1719,312.26794,0.6201958,0.6201958,buy,hold,100.0
1720,312.26794,0.6201958,0.6201958,buy,hold,100.0
1721,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1722,312.26794,0.6244823,0.6244823,buy,hold,100.6911526972611
1723,312.26794,0.6201958,0.6244823,buy,hold,100.0
1724,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1725,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1726,312.27222,0.63305527,0.6287688,buy,hold,102.0734532546012
1727,312.27652,0.63305527,0.63305527,buy,hold,102.0734532546012
1728,312.2808,0.63734174,0.63305527,buy,hold,102.76460111468025
1729,312.27652,0.63305527,0.63734174,buy,hold,102.0734532546012
1730,312.2808,0.6287688,0.63305527,buy,hold,101.38230539452219
1731,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1732,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1733,312.27652,0.6287688,0.6287688,buy,hold,101.38230539452219
1734,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1735,312.27222,0.6244823,0.6287688,buy,hold,100.6911526972611
1736,312.27222,0.6201958,0.6244823,buy,hold,100.0
1737,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1738,312.27222,0.6201958,0.6244823,buy,hold,100.0
1739,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1740,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1741,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1742,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1743,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1744,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1745,312.27222,0.6287688,0.6287688,buy,hold,101.38230539452219
1746,312.27652,0.61590934,0.6287688,buy,hold,99.308853752315
1747,312.26794,0.61590934,0.61590934,buy,hold,99.308853752315
1748,312.26367,0.6201958,0.61590934,buy,hold,100.0
1749,312.26367,0.6201958,0.6201958,buy,hold,100.0
1750,312.26794,0.6201958,0.6201958,buy,hold,100.0
1751,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1752,312.27222,0.6201958,0.6244823,buy,hold,100.0
1753,312.26794,0.6201958,0.6201958,buy,hold,100.0
1754,312.26794,0.6201958,0.6201958,buy,hold,100.0
1755,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1756,312.26794,0.6244823,0.6244823,buy,hold,100.6911526972611
1757,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1758,312.27222,0.6244823,0.6287688,buy,hold,100.6911526972611
1759,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1760,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1761,312.27222,0.63305527,0.6287688,buy,hold,102.0734532546012
1762,312.27652,0.6287688,0.63305527,buy,hold,101.38230539452219
1763,312.27222,0.6244823,0.6287688,buy,hold,100.6911526972611
1764,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1765,312.27222,0.6201958,0.6244823,buy,hold,100.0
1766,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1767,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1768,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1769,312.27222,0.6201958,0.6244823,buy,hold,100.0
1770,312.27222,0.6201958,0.6201958,buy,hold,100.0
1771,312.26367,0.6201958,0.6201958,buy,hold,100.0
1772,312.26794,0.6201958,0.6201958,buy,hold,100.0
1773,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1774,312.26794,0.6201958,0.6244823,buy,hold,100.0
1775,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1776,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1777,312.27222,0.6201958,0.6244823,buy,hold,100.0
1778,312.26794,0.6201958,0.6201958,buy,hold,100.0
1779,312.26794,0.6201958,0.6201958,buy,hold,100.0
1780,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1781,312.27222,0.6201958,0.6244823,buy,hold,100.0
1782,312.26794,0.6201958,0.6201958,buy,hold,100.0
1783,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1784,312.27222,0.6201958,0.6244823,buy,hold,100.0
1785,312.26794,0.6244823,0.6201958,buy,hold,100.6911526972611
1786,312.26794,0.6244823,0.6244823,buy,hold,100.6911526972611
1787,312.27222,0.6287688,0.6244823,buy,hold,101.38230539452219
1788,312.27222,0.6201958,0.6287688,buy,hold,100.0
1789,312.26794,0.6201958,0.6201958,buy,hold,100.0
1790,312.26794,0.6201958,0.6201958,buy,hold,100.0
1791,312.26794,0.61590934,0.6201958,buy,hold,99.308853752315
1792,312.26367,0.61162287,0.61590934,buy,hold,98.61770589223597
1793,312.26367,0.6073364,0.61162287,buy,hold,97.92655803215695
1794,312.2551,0.61162287,0.6073364,buy,hold,98.61770589223597
1795,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1796,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1797,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1798,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1799,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1800,312.2551,0.61162287,0.61162287,buy,hold,98.61770589223597
1801,312.2551,0.59876347,0.61162287,buy,hold,96.54426392439291
1802,312.2508,0.6073364,0.59876347,buy,hold,97.92655803215695
1803,312.2508,0.59876347,0.6073364,buy,hold,96.54426392439291
1804,312.24652,0.59876347,0.59876347,buy,hold,96.54426392439291
1805,312.24652,0.60304993,0.59876347,buy,hold,97.23541017207792
1806,312.24652,0.6073364,0.60304993,buy,hold,97.92655803215695
1807,312.2551,0.6073364,0.6073364,buy,hold,97.92655803215695
1808,312.2551,0.6073364,0.6073364,buy,hold,97.92655803215695
1809,312.2551,0.61162287,0.6073364,buy,hold,98.61770589223597
1810,312.2551,0.6201958,0.61162287,buy,hold,100.0
1811,312.26367,0.6201958,0.6201958,buy,hold,100.0
1812,312.26367,0.6287688,0.6201958,buy,hold,101.38230539452219
1813,312.26794,0.6244823,0.6287688,buy,hold,100.6911526972611
1814,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1815,312.27222,0.6244823,0.6244823,buy,hold,100.6911526972611
1816,312.27222,0.61590934,0.6244823,buy,hold,99.308853752315
1817,312.26367,0.6201958,0.61590934,buy,hold,100.0
1818,312.26367,0.6930658,0.6201958,buy,hold,111.74951523373747
1819,312.3151,0.71878463,0.6930658,buy,hold,115.89640400660566
1820,312.34082,0.7359305,0.71878463,buy,hold,118.66099383452776
1821,312.35797,0.73164403,0.7359305,buy,hold,117.96984597444872
1822,312.36655,0.73164403,0.73164403,buy,hold,117.96984597444872
1823,312.36655,0.7230711,0.73164403,buy,hold,116.58755186668469
1824,312.35797,0.73164403,0.7230711,buy,hold,117.96984597444872
1825,312.36655,0.72735757,0.73164403,buy,hold,117.27869972676372
1826,312.36655,0.7230711,0.72735757,buy,hold,116.58755186668469
1827,312.36655,0.70163876,0.7230711,buy,hold,113.13181417868358
1828,312.3494,0.7102117,0.70163876,buy,hold,114.51410989884162
1829,312.35367,0.7059252,0.7102117,buy,hold,113.82295720158055
1830,312.35367,0.68877935,0.7059252,buy,hold,111.0583705984465
1831,312.34082,0.6973523,0.68877935,buy,hold,112.44066793099857
1832,312.34082,0.6973523,0.6973523,buy,hold,112.44066793099857
1833,312.34082,0.6973523,0.6973523,buy,hold,112.44066793099857
1834,312.34082,0.70163876,0.6973523,buy,hold,113.13181417868358
1835,312.3451,0.68877935,0.70163876,buy,hold,111.0583705984465
1836,312.33224,0.6973523,0.68877935,buy,hold,112.44066793099857
1837,312.33652,0.6930658,0.6973523,buy,hold,111.74951523373747
1838,312.33652,0.70163876,0.6930658,buy,hold,113.13181417868358
1839,312.34082,0.7059252,0.70163876,buy,hold,113.82295720158055
1840,312.3451,0.70163876,0.7059252,buy,hold,113.13181417868358
1841,312.3451,0.6930658,0.70163876,buy,hold,111.74951523373747
1842,312.34082,0.70163876,0.6930658,buy,hold,113.13181417868358
1843,312.34082,0.6802064,0.70163876,buy,hold,109.67607326589442
1844,312.33224,0.68877935,0.6802064,buy,hold,111.0583705984465
1845,312.33224,0.68877935,0.68877935,buy,hold,111.0583705984465
1846,312.33224,0.6930658,0.68877935,buy,hold,111.74951523373747
1847,312.33224,0.6844929,0.6930658,buy,hold,110.3672259631555
1848,312.32794,0.6844929,0.6844929,buy,hold,110.3672259631555
1849,312.32794,0.68877935,0.6844929,buy,hold,111.0583705984465
1850,312.33224,0.68877935,0.68877935,buy,hold,111.0583705984465
1851,312.33224,0.6844929,0.68877935,buy,hold,110.3672259631555
1852,312.32794,0.6930658,0.6844929,buy,hold,111.74951523373747
1853,312.33224,0.6973523,0.6930658,buy,hold,112.44066793099857
1854,312.33652,0.6973523,0.6973523,buy,hold,112.44066793099857
1855,312.33224,0.6973523,0.6973523,buy,hold,112.44066793099857
1856,312.33652,0.6973523,0.6973523,buy,hold,112.44066793099857
1857,312.34082,0.6973523,0.6973523,buy,hold,112.44066793099857
1858,312.34082,0.6973523,0.6973523,buy,hold,112.44066793099857
1859,312.34082,0.6973523,0.6973523,buy,hold,112.44066793099857
1860,312.34082,0.6930658,0.6973523,buy,hold,111.74951523373747
1861,312.34082,0.6930658,0.6930658,buy,hold,111.74951523373747
1862,312.33224,0.68877935,0.6930658,buy,hold,111.0583705984465
1863,312.33224,0.6844929,0.68877935,buy,hold,110.3672259631555
1864,312.32794,0.67591995,0.6844929,buy,hold,108.98492863060345
1865,312.32367,0.67591995,0.67591995,buy,hold,108.98492863060345
1866,312.32367,0.67591995,0.67591995,buy,hold,108.98492863060345
1867,312.32367,0.6844929,0.67591995,buy,hold,110.3672259631555
1868,312.32367,0.6844929,0.6844929,buy,hold,110.3672259631555
1869,312.32794,0.6844929,0.6844929,buy,hold,110.3672259631555
1870,312.32367,0.6844929,0.6844929,buy,hold,110.3672259631555
1871,312.32794,0.6802064,0.6844929,buy,hold,109.67607326589442
