Date,High_Price,Low_Price,Avg_Price,Avg_Volume,Price_Change,Volume_Change,price_std,volume_std,Gu,Gl,Nus,Nls
1984-10-17,0.4960939884185791,0.1171879991889,0.282969973081102,1844808.888888889,-0.011719003319740295,4918400,0.08982109817630249,3348516.37753235,0.27539100497961044,0.10008782715235014,17,10
1985-04-10,0.4960939884185791,0.0859379991889,0.27613944930748807,2203404.4444444445,0.03125,1171200,0.097052689761755,3533691.8570711957,0.38085901737213135,0.1384845003133691,27,10
1985-10-01,0.4960939884185791,0.0859379991889,0.24746377411194972,2297542.222222222,0.1289060115814209,256000,0.10640371099435943,3552815.3668580228,0.6678959640948966,0.4575889337776601,11,61
1986-03-24,0.4960939884185791,0.0859379991889,0.2109783140735494,2060951.111111111,0.3359369933605194,5712000,0.10133921517707875,2711235.3472651932,0.34682748804590335,0.23926850056129462,11,52
1986-09-12,0.34375,0.0859379991889,0.18507227907992072,2691493.3333333335,-0.046875,-105600,0.0611261964214062,3751434.7529893145,0.27719956925472644,0.15691483278703927,25,11
1987-03-05,0.3945310115814209,0.0859379991889,0.20070270519289707,3310528.888888889,-0.0859370231628418,1734400,0.0861557029825631,5021671.032811592,0.21485820161939373,0.08481976796063946,10,11
1987-08-25,0.53125,0.0859379991889,0.2267660701647401,4327795.555555556,-0.3671879768371582,1078400,0.10781613921002205,6052798.759178924,0.2226570099592209,0.09220551390062248,10,10
1988-02-16,0.703125,0.1132809966802597,0.29723590672430067,5266844.444444444,-0.5468749701976776,-4198400,0.15534929585026877,6895896.344155932,0.1875,0.09157361032879992,10,10
1988-08-05,1.5390629768371582,0.1132809966802597,0.4565593679642512,7912133.333333333,-1.28125,-10851200,0.3355395637169279,9029661.227985442,0.2361364937057798,0.07938748448000113,10,10
1989-01-26,2.003906011581421,0.15625,0.7098091555345389,9611484.444444444,-1.7207030057907104,3366400,0.5211902961553531,9469935.159903456,0.4011084807111924,0.20738304258509394,10,10
1989-07-19,2.882812976837158,0.2539060115814209,1.074973005718655,9439648.888888888,-2.273437023162842,828800,0.7771883541335812,9397798.61538317,0.5066330028091759,0.18229691445921917,10,10
